station,date,18,21,00,03,06,09,12,15,source,region_id
Талдыкорган,2021-05-01,17.2,14.5,11.4,9.7,9.9,13.5,14.3,11.3,Температура воздуха,1
Талдыкорган,2021-05-02,9.8,9.2,10.7,14.0,17.4,20.0,20,13.6,Температура воздуха,1
Талдыкорган,2021-05-03,10.3,9.5,5.5,12.2,21.6,25.6,23.8,16.8,Температура воздуха,1
Талдыкорган,2021-05-04,11.4,7.1,6.8,18.0,22.8,27.0,25.8,20,Температура воздуха,1
Талдыкорган,2021-05-05,9.6,6.3,5.7,18.0,25.4,29.0,30,17.4,Температура воздуха,1
Талдыкорган,2021-05-06,15.6,11.6,11.4,25.2,29.2,30.6,29.6,24.2,Температура воздуха,1
Талдыкорган,2021-05-07,21.8,20.7,18.4,19.4,23.4,24.0,20.9,17.8,Температура воздуха,1
Талдыкорган,2021-05-08,17.2,16.2,12.8,20.2,23.2,25.8,25.1,19.6,Температура воздуха,1
Талдыкорган,2021-05-09,13.2,10.5,7.7,21.0,25.8,28.4,26.8,19.2,Температура воздуха,1
Талдыкорган,2021-05-10,19.8,15.6,15.1,17.3,21.4,22.6,23.4,18.6,Температура воздуха,1
Талдыкорган,2021-05-11,14.9,13.2,12.1,19.7,22.8,23.8,22.3,17,Температура воздуха,1
Талдыкорган,2021-05-12,17,15.6,10.9,17.0,18.0,19.0,18.6,12.3,Температура воздуха,1
Талдыкорган,2021-05-13,5.9,3,3.1,14.4,19.6,20.2,20.6,13.6,Температура воздуха,1
Талдыкорган,2021-05-14,13.4,14,13.4,15.9,15.2,12.4,16.5,12.7,Температура воздуха,1
Талдыкорган,2021-05-15,7.3,6.6,7.2,12.7,17.3,14.5,18,14.9,Температура воздуха,1
Талдыкорган,2021-05-16,12.3,8,7.5,16.6,20.4,21.4,21.8,16.4,Температура воздуха,1
Талдыкорган,2021-05-17,12.2,9.4,10.4,18.4,23.2,25.8,26.2,17.8,Температура воздуха,1
Талдыкорган,2021-05-18,14.9,11.3,9.7,20.1,27.0,28.0,28,20,Температура воздуха,1
Талдыкорган,2021-05-19,17.2,14.1,11.4,23.4,28.2,29.2,29.2,20.6,Температура воздуха,1
Талдыкорган,2021-05-20,19.8,16,14.6,13.3,17.8,18.9,18.9,14,Температура воздуха,1
Талдыкорган,2021-05-21,10.9,7.5,7,14.8,18.4,19.6,19.9,15.5,Температура воздуха,1
Талдыкорган,2021-05-22,9.9,6.7,7.1,20.0,22.6,25.2,24.4,20.6,Температура воздуха,1
Талдыкорган,2021-05-23,13.8,9.6,8.6,23.0,27.0,29.2,28.2,22.7,Температура воздуха,1
Талдыкорган,2021-05-24,14.2,9.7,8.8,21.0,26.9,31.0,30.6,25,Температура воздуха,1
Талдыкорган,2021-05-25,22.2,13.5,10.1,24.8,30.6,32.4,31,25.2,Температура воздуха,1
Талдыкорган,2021-05-26,17.4,14.2,13,25.6,31.6,33.6,32.3,23.6,Температура воздуха,1
Талдыкорган,2021-05-27,17.6,14.4,14.7,26.0,30.3,33.0,29.4,23,Температура воздуха,1
Талдыкорган,2021-05-28,21.2,22.4,21.4,23.8,29.0,31.0,31.2,23.4,Температура воздуха,1
Талдыкорган,2021-05-29,22.6,19.6,16,19.6,23.2,23.0,26.4,20.8,Температура воздуха,1
Талдыкорган,2021-05-30,14.5,13,11.9,21.4,29.6,29.8,28.7,22.6,Температура воздуха,1
Талдыкорган,2021-05-31,16.4,11,9.8,22.8,29.0,30.6,31,21.6,Температура воздуха,1
Талдыкорган,2021-06-01,17.7,12.6,10.7,24.4,31.4,33.4,33,23,Температура воздуха,1
Талдыкорган,2021-06-02,19.8,15.2,13,26.5,34.0,35.7,35.6,26.2,Температура воздуха,1
Талдыкорган,2021-06-03,20.8,20.8,21.1,27.2,29.6,31.0,31.4,23.4,Температура воздуха,1
Талдыкорган,2021-06-04,23.4,23,22.6,23.0,30.4,30.8,31,26.4,Температура воздуха,1
Талдыкорган,2021-06-05,25.6,24.5,19,17.0,18.4,18.8,19.6,16.5,Температура воздуха,1
Талдыкорган,2021-06-06,13.4,11.4,13.8,13.7,20.1,24.0,24.6,18.3,Температура воздуха,1
Талдыкорган,2021-06-07,11.9,9.9,10.2,20.0,27.8,31.1,31,24.4,Температура воздуха,1
Талдыкорган,2021-06-08,18.4,17.8,20.6,28.2,29.4,32.0,32.2,26.6,Температура воздуха,1
Талдыкорган,2021-06-09,23.2,21,20,25.2,29.4,31.8,22.4,22.6,Температура воздуха,1
Талдыкорган,2021-06-10,22.2,21,21.4,25.8,28.6,25.6,27.4,24,Температура воздуха,1
Талдыкорган,2021-06-11,19.6,20.4,17,17.4,22.4,25.1,20.6,19.1,Температура воздуха,1
Талдыкорган,2021-06-12,14,10.5,10.5,19.6,22.9,24.4,23.6,18.4,Температура воздуха,1
Талдыкорган,2021-06-13,13.4,14.6,11,20.0,20.8,21.4,21,17,Температура воздуха,1
Талдыкорган,2021-06-14,10.9,9.5,5.4,19.6,22.6,24.0,24,20.4,Температура воздуха,1
Талдыкорган,2021-06-15,17.2,9.4,8.1,21.8,27.0,27.4,27.6,24.1,Температура воздуха,1
Талдыкорган,2021-06-16,14.9,11.9,12.5,23.4,28.7,30.4,30.6,23.6,Температура воздуха,1
Талдыкорган,2021-06-17,16.7,13.7,13.8,22.2,30.4,31.0,30.2,24.6,Температура воздуха,1
Талдыкорган,2021-06-18,17,14.4,17,21.6,28.2,28.4,27,23.8,Температура воздуха,1
Талдыкорган,2021-06-19,25,21.4,20.4,26.4,31.2,32.0,30,26.8,Температура воздуха,1
Талдыкорган,2021-06-20,21.6,15.2,13,13.6,16.7,20.0,20.4,15.4,Температура воздуха,1
Талдыкорган,2021-06-21,11,9.6,7,19.0,23.8,27.6,28.8,22.6,Температура воздуха,1
Талдыкорган,2021-06-22,19.4,16.5,14.1,18.2,19.6,21.2,20.6,18.2,Температура воздуха,1
Талдыкорган,2021-06-23,15.2,12,9.4,18.9,22.0,23.6,24.4,21.2,Температура воздуха,1
Талдыкорган,2021-06-24,18.8,19.6,20.2,25.4,26.4,24.2,22.7,13.6,Температура воздуха,1
Талдыкорган,2021-06-25,14.2,12.8,10,15.4,19.4,20.8,21,17.4,Температура воздуха,1
Талдыкорган,2021-06-26,11.9,10.4,10.1,20.0,22.0,25.2,26,22.2,Температура воздуха,1
Талдыкорган,2021-06-27,17.4,12,9.4,20.0,23.1,25.9,26.8,23.7,Температура воздуха,1
Талдыкорган,2021-06-28,12.9,10.5,9.9,22.2,29.8,31.2,30.2,24.6,Температура воздуха,1
Талдыкорган,2021-06-29,16.6,12.4,11,25.2,32.0,33.6,33,27,Температура воздуха,1
Талдыкорган,2021-06-30,21,17,13.8,26.0,33.2,33.0,32.6,27.6,Температура воздуха,1
Талдыкорган,2021-07-01,21.2,18.2,12.6,25.7,30.5,33.2,33.6,28.8,Температура воздуха,1
Талдыкорган,2021-07-02,24.2,18.5,17.5,28.7,32.4,34.0,33.6,29.1,Температура воздуха,1
Талдыкорган,2021-07-03,19.7,16.6,16.7,26.4,33.0,34.2,34,26.4,Температура воздуха,1
Талдыкорган,2021-07-04,19,16.2,13.9,27.4,34.4,37.0,35.6,30.4,Температура воздуха,1
Талдыкорган,2021-07-05,27.4,22.8,20,29.2,34.8,37.6,36.2,29.2,Температура воздуха,1
Талдыкорган,2021-07-06,25.2,22.4,23,30.8,35.6,33.2,29.6,27.8,Температура воздуха,1
Талдыкорган,2021-07-07,25.4,21.8,20,30.3,35.4,37.4,36.3,30,Температура воздуха,1
Талдыкорган,2021-07-08,24.6,23.2,19.1,30.0,36.2,38.2,37.4,30.6,Температура воздуха,1
Талдыкорган,2021-07-09,29.6,25.4,23,29.4,31.2,36.4,37,28.6,Температура воздуха,1
Талдыкорган,2021-07-10,27.2,23.4,23.4,20.4,30.4,31.4,29,25.2,Температура воздуха,1
Талдыкорган,2021-07-11,24.4,23.6,22,22.8,26.0,24.0,22.2,22.6,Температура воздуха,1
Талдыкорган,2021-07-12,21.8,18,21.4,27.0,29.8,31.2,31.4,25.2,Температура воздуха,1
Талдыкорган,2021-07-13,24.8,21.2,22.6,27.6,32.4,31.4,27.8,20,Температура воздуха,1
Талдыкорган,2021-07-14,21.4,16.7,18.7,24.3,27.2,26.7,26,23.8,Температура воздуха,1
Талдыкорган,2021-07-15,16.9,15.6,13.8,21.6,26.0,30.0,27,22.8,Температура воздуха,1
Талдыкорган,2021-07-16,19.6,17,17.4,17.0,18.2,25.4,26.8,24,Температура воздуха,1
Талдыкорган,2021-07-17,20,16.6,14.2,22.3,27.2,29.6,30.3,23.1,Температура воздуха,1
Талдыкорган,2021-07-18,17,15.1,13.3,24.6,31.2,32.0,32.8,22,Температура воздуха,1
Талдыкорган,2021-07-19,20,16,15.2,27.4,33.2,34.2,33.6,25.4,Температура воздуха,1
Талдыкорган,2021-07-20,22.1,19,16.4,26.6,33.2,35.6,35.6,25.6,Температура воздуха,1
Талдыкорган,2021-07-21,24.2,19.6,21.6,26.0,33.6,33.1,32.8,23,Температура воздуха,1
Талдыкорган,2021-07-22,23,22.5,21.1,23.0,29.0,31.6,28,24.2,Температура воздуха,1
Талдыкорган,2021-07-23,21.6,18.5,15.2,25.8,25.3,31.2,33.6,26.1,Температура воздуха,1
Талдыкорган,2021-07-24,21.1,14.5,15.3,26.8,33.4,35.6,35.1,29.6,Температура воздуха,1
Талдыкорган,2021-07-25,21.7,17.3,15.7,28.0,34.4,35.0,35.4,25,Температура воздуха,1
Талдыкорган,2021-07-26,22,20.8,17.4,29.0,35.4,38.4,38.8,29,Температура воздуха,1
Талдыкорган,2021-07-27,23.6,19.8,17.8,24.8,29.7,32.8,32.3,27.4,Температура воздуха,1
Талдыкорган,2021-07-28,22.2,17.4,18.4,24.6,27.2,29.0,28.4,23.5,Температура воздуха,1
Талдыкорган,2021-07-29,15.6,11.8,10.2,24.2,27.7,29.8,29.8,23.7,Температура воздуха,1
Талдыкорган,2021-07-30,19.6,17.1,18.6,18.2,18.4,22.6,24,18.9,Температура воздуха,1
Талдыкорган,2021-07-31,13.9,12,8.6,20.0,28.3,29.6,29,24.6,Температура воздуха,1
Талдыкорган,2021-08-01,15.1,10.3,9.9,23.4,31.0,32.4,32,26.8,Температура воздуха,1
Талдыкорган,2021-08-02,18.2,11.9,9.5,25.0,33.5,34.8,34.2,29,Температура воздуха,1
Талдыкорган,2021-08-03,21.3,19,12,25.2,33.8,35.0,35.1,26.1,Температура воздуха,1
Талдыкорган,2021-08-04,23.2,21.2,20,27.0,32.4,35.0,34.6,28.6,Температура воздуха,1
Талдыкорган,2021-08-05,23,17.8,15.2,26.0,31.8,33.0,32.6,25,Температура воздуха,1
Талдыкорган,2021-08-06,17.2,15.2,13.1,24.3,30.8,32.1,29.8,24.8,Температура воздуха,1
Талдыкорган,2021-08-07,17.1,14,10.3,22.8,29.2,31.0,31.2,23.8,Температура воздуха,1
Талдыкорган,2021-08-08,14.6,12.5,10.6,24.4,31.0,31.6,32,24.8,Температура воздуха,1
Талдыкорган,2021-08-09,21,18.1,27.9,33.2,33.6,30.4,30,25.8,Температура воздуха,1
Талдыкорган,2021-08-10,17,12.4,11.6,24.0,28.0,29.8,28.8,20.4,Температура воздуха,1
Талдыкорган,2021-08-11,16.6,12,10.9,22.2,29.0,31.4,31.4,22,Температура воздуха,1
Талдыкорган,2021-08-12,19.6,18.4,16.4,25.8,32.6,34.5,33.3,28,Температура воздуха,1
Талдыкорган,2021-08-13,17.6,20.7,20.6,22.6,25.4,27.6,27,22,Температура воздуха,1
Талдыкорган,2021-08-14,15.6,16.6,15.6,18.0,22.2,23.0,22,18,Температура воздуха,1
Талдыкорган,2021-08-15,12.9,12.4,12.3,15.2,20.2,16.2,16,15.7,Температура воздуха,1
Талдыкорган,2021-08-16,13.2,10.7,9.6,16.0,21.0,21.1,20,16.6,Температура воздуха,1
Талдыкорган,2021-08-17,14,12.4,11.9,16.2,21.4,24.4,24.8,19.3,Температура воздуха,1
Талдыкорган,2021-08-18,14.5,12.3,9.7,19.2,26.6,29.4,28.4,22.6,Температура воздуха,1
Талдыкорган,2021-08-19,16.8,15,9.9,21.9,28.8,30.4,30,22.4,Температура воздуха,1
Талдыкорган,2021-08-20,16,13,12.4,25.2,28.8,30.9,29,24.9,Температура воздуха,1
Талдыкорган,2021-08-21,21.8,18.9,14.3,19.4,26.8,31.2,30.6,25.2,Температура воздуха,1
Талдыкорган,2021-08-22,20.2,17.4,10,18.8,25.2,30.6,31.2,24,Температура воздуха,1
Талдыкорган,2021-08-23,17.3,13.8,8.5,20.2,32.8,33.2,31.6,20.8,Температура воздуха,1
Талдыкорган,2021-08-24,15.2,12.4,10.2,21.2,28.6,32.4,30.5,20.4,Температура воздуха,1
Талдыкорган,2021-08-25,18,20.3,16.1,20.4,30.6,32.4,32.4,23.2,Температура воздуха,1
Талдыкорган,2021-08-26,20,20,18.2,24.7,30.0,32.4,32,23,Температура воздуха,1
Талдыкорган,2021-08-27,18.2,13.4,12.3,23.3,31.2,33.2,33,22.2,Температура воздуха,1
Талдыкорган,2021-08-28,20,20.8,22.4,23.9,25.8,29.7,29.1,20.8,Температура воздуха,1
Талдыкорган,2021-08-29,17.5,16.7,16.7,25.0,32.2,30.4,28.2,24.6,Температура воздуха,1
Талдыкорган,2021-08-30,20.8,16.6,18.8,27.8,31.2,31.4,26.4,25,Температура воздуха,1
Талдыкорган,2021-08-31,19,15.5,15.4,23.6,31.6,29.8,30,26.6,Температура воздуха,1
Талдыкорган,2021-09-01,23.2,20.8,13.6,20.0,27.1,26.8,27.6,22.6,Температура воздуха,1
Талдыкорган,2021-09-02,22.2,15.3,10.3,21.4,27.6,28.4,25.4,20,Температура воздуха,1
Талдыкорган,2021-09-03,17.4,18.8,13.4,14.6,18.4,25.8,25,18.2,Температура воздуха,1
Талдыкорган,2021-09-04,12.3,11,8.3,17.6,28.2,30.2,29.8,20.2,Температура воздуха,1
Талдыкорган,2021-09-05,16,12.6,9.6,21.2,32.2,34.4,33.2,22.6,Температура воздуха,1
Талдыкорган,2021-09-06,14.5,14.2,11.1,22.4,33.4,36.0,34.4,24.2,Температура воздуха,1
Талдыкорган,2021-09-07,14.4,14.2,12.6,22.5,33.5,34.8,34.6,21,Температура воздуха,1
Талдыкорган,2021-09-08,18.4,16,12.7,26.4,31.4,33.0,32.8,21.2,Температура воздуха,1
Талдыкорган,2021-09-09,16.8,15,15.2,20.8,25.5,26.4,22.8,17.7,Температура воздуха,1
Талдыкорган,2021-09-10,14.3,9.1,12.3,13.4,17.0,16.6,18,10.3,Температура воздуха,1
Талдыкорган,2021-09-11,6.7,5.1,3.8,13.2,20.4,23.2,23.6,13.9,Температура воздуха,1
Талдыкорган,2021-09-12,9.5,7.1,9.5,14.5,25.2,26.0,25,12,Температура воздуха,1
Талдыкорган,2021-09-13,8.4,6.6,3.4,15.6,21.4,23.8,23,14.9,Температура воздуха,1
Талдыкорган,2021-09-14,7.9,6.2,2.8,14.7,24.0,26.0,24.7,17,Температура воздуха,1
Талдыкорган,2021-09-15,7,5.4,4.4,14.7,25.6,28.2,27.4,16.3,Температура воздуха,1
Талдыкорган,2021-09-16,11.2,7.1,10,16.2,24.6,28.2,26.4,17.2,Температура воздуха,1
Талдыкорган,2021-09-17,13.4,10.4,8.4,17.6,28.8,29.2,28.5,15.4,Температура воздуха,1
Талдыкорган,2021-09-18,15.2,13.5,14.9,22.1,31.0,30.4,28,14.1,Температура воздуха,1
Талдыкорган,2021-09-19,10.9,9.7,8.9,17.5,28.2,28.4,27.8,23,Температура воздуха,1
Талдыкорган,2021-09-20,19.6,13.2,9.1,12.2,16.8,19.8,18.8,9.2,Температура воздуха,1
Талдыкорган,2021-09-21,3.8,0.8,-0.2,8.9,17.8,20.4,17.4,8.9,Температура воздуха,1
Талдыкорган,2021-09-22,3.3,0.6,0.4,10.0,17.4,18.8,18.2,11.2,Температура воздуха,1
Талдыкорган,2021-09-23,3,5.5,5.3,10.5,17.0,19.2,16.8,11.7,Температура воздуха,1
Талдыкорган,2021-09-24,10.5,4.5,2.2,9.0,15.0,17.2,15,8.8,Температура воздуха,1
Талдыкорган,2021-09-25,3.4,-2.2,-4.2,6.3,15.8,19.4,18,7.5,Температура воздуха,1
Талдыкорган,2021-09-26,1.4,-2.8,-3,10.2,22.0,24.1,22.3,12.3,Температура воздуха,1
Талдыкорган,2021-09-27,7.5,5,4.9,12.3,23.6,24.1,23.7,19,Температура воздуха,1
Талдыкорган,2021-09-28,13,6.7,4.9,12.2,19.4,22.2,21.8,11.4,Температура воздуха,1
Талдыкорган,2021-09-29,9.4,8.2,9,16.2,19.0,20.8,20.4,13.9,Температура воздуха,1
Талдыкорган,2021-09-30,13.6,10.4,8.8,11.1,19.8,24.3,22.1,20.5,Температура воздуха,1
Талдыкорган,2021-10-01,16.2,11.8,9.6,7.7,7.1,9.7,9.5,7.9,Температура воздуха,1
Талдыкорган,2021-10-02,6.7,5.5,3.8,4.7,6.6,10.0,8.6,3.6,Температура воздуха,1
Талдыкорган,2021-10-03,1.2,-2.2,-2.8,4.2,10.4,13.2,12,2.8,Температура воздуха,1
Талдыкорган,2021-10-04,1,-2,-2.2,7.3,13.8,14.4,13.7,9.4,Температура воздуха,1
Талдыкорган,2021-10-05,4.8,2.4,-1,4.0,9.0,12.4,9,3.8,Температура воздуха,1
Талдыкорган,2021-10-06,0.4,1.3,1.6,1.1,3.4,6.0,4.8,-0.4,Температура воздуха,1
Талдыкорган,2021-10-07,-3.7,-5.2,-6.4,-0.7,5.5,5.5,5.4,-0.8,Температура воздуха,1
Талдыкорган,2021-10-08,-4.8,-6.5,-7.8,-1.3,8.6,11.8,10.3,1.7,Температура воздуха,1
Талдыкорган,2021-10-09,-3.6,-5.7,-6.3,0.8,13.9,15.8,12.1,3,Температура воздуха,1
Талдыкорган,2021-10-10,0.8,-0.2,-0.8,6.6,13.4,11.2,10.8,8.9,Температура воздуха,1
Талдыкорган,2021-10-11,6.6,5.8,5.8,5.8,11.0,10.2,6.8,6.4,Температура воздуха,1
Талдыкорган,2021-10-12,7,7.6,6.7,4.6,5.0,6.0,5.8,-0.8,Температура воздуха,1
Талдыкорган,2021-10-13,-1.8,-3,-5,1.3,8.6,13.1,10.4,3.6,Температура воздуха,1
Талдыкорган,2021-10-14,-1.7,-3.7,-4.7,2.4,12.0,15.2,12.4,2.8,Температура воздуха,1
Талдыкорган,2021-10-15,0.4,-2.2,-3.6,3.8,13.4,14.8,13.1,3.8,Температура воздуха,1
Талдыкорган,2021-10-16,1.4,-0.5,-2.9,3.0,15.2,17.8,14.6,4.2,Температура воздуха,1
Талдыкорган,2021-10-17,1.8,-0.4,-2.6,4.0,13.0,16.0,13.6,3.6,Температура воздуха,1
Талдыкорган,2021-10-18,-0.6,-2.4,-3.8,2.8,15.6,16.7,14.5,6.2,Температура воздуха,1
Талдыкорган,2021-10-19,-0.2,-2.8,-4.5,2.8,16.2,19.4,15.7,4.2,Температура воздуха,1
Талдыкорган,2021-10-20,0,-1.6,-3.2,2.8,18.9,20.8,15.7,9.1,Температура воздуха,1
Талдыкорган,2021-10-21,5.1,6.9,4,13.0,19.8,22.0,16.4,10,Температура воздуха,1
Талдыкорган,2021-10-22,10.4,6,0.4,0.8,3.0,4.5,3.8,3.8,Температура воздуха,1
Талдыкорган,2021-10-23,1.4,-1.6,-2.2,-0.3,8.7,9.4,7.4,2.2,Температура воздуха,1
Талдыкорган,2021-10-24,-0.5,-1.8,-3.5,-0.5,11.3,13.7,10.8,4.4,Температура воздуха,1
Талдыкорган,2021-10-25,-1.4,-2.2,-3.4,1.6,15.3,15.5,11.5,2.4,Температура воздуха,1
Талдыкорган,2021-10-26,0.4,-1.9,-2.7,4.2,19.2,20.0,16,12.8,Температура воздуха,1
Талдыкорган,2021-10-27,4.6,7.2,6.4,9.0,17.2,17.8,15,13.8,Температура воздуха,1
Талдыкорган,2021-10-28,13,8,8,9.7,12.0,14.2,12,9.4,Температура воздуха,1
Талдыкорган,2021-10-29,6.2,2.2,1.4,3.6,11.9,12.7,10.6,7.3,Температура воздуха,1
Талдыкорган,2021-10-30,7.2,6,5.5,6.4,10.6,12.2,9.2,7.2,Температура воздуха,1
Талдыкорган,2021-10-31,6.4,4.2,3.4,5.1,10.6,12.6,10.2,8,Температура воздуха,1
Талдыкорган,2021-11-01,7,6,6.4,7.0,9.4,11.2,9.4,8.2,Температура воздуха,1
Талдыкорган,2021-11-02,9.2,8.2,8.4,8.7,13.7,15.3,12.3,9.2,Температура воздуха,1
Талдыкорган,2021-11-03,9.1,8.2,5.5,-0.7,-3.9,-8.2,-11.4,-10.4,Температура воздуха,1
Талдыкорган,2021-11-04,-15.7,-18.3,-24.3,-22.3,-13.2,-12.2,-13.6,-18.8,Температура воздуха,1
Талдыкорган,2021-11-05,-20.8,-21.2,-22,-18.4,-8.4,-5.9,-9.2,-14.4,Температура воздуха,1
Талдыкорган,2021-11-06,-15.9,-16.7,-16.4,-12.2,-1.8,-3.4,-5.4,-10.2,Температура воздуха,1
Талдыкорган,2021-11-07,-11.4,-12,-13.4,-10.8,-0.4,2.8,-4.2,-8.4,Температура воздуха,1
Талдыкорган,2021-11-08,-9.8,-11,-11.6,-9.0,-2.7,4.7,0.5,-5.9,Температура воздуха,1
Талдыкорган,2021-11-09,-8.1,-9.4,-10.2,-8.0,5.0,9.2,3.6,-4.4,Температура воздуха,1
Талдыкорган,2021-11-10,-6.2,-7.4,-8.6,-6.4,7.2,9.8,4,-0.4,Температура воздуха,1
Талдыкорган,2021-11-11,-2.8,-5,-6,-4.1,8.1,12.5,4.7,-1.2,Температура воздуха,1
Талдыкорган,2021-11-12,-4.6,-5.8,-6.5,-3.2,11.2,16.6,9,0,Температура воздуха,1
Талдыкорган,2021-11-13,-0.6,-1,-2,0.0,8.6,9.0,5.4,-1.2,Температура воздуха,1
Талдыкорган,2021-11-14,-4.3,-4.7,-4.8,-2.2,10.2,13.0,9.4,8.6,Температура воздуха,1
Талдыкорган,2021-11-15,5.1,3.4,2.5,2.2,1.8,1.8,1,-0.8,Температура воздуха,1
Талдыкорган,2021-11-16,-1.2,-2,-3.4,-3.5,2.8,5.4,1.1,-0.1,Температура воздуха,1
Талдыкорган,2021-11-17,-2.1,-2.1,-2.9,-2.7,4.4,6.3,-0.4,-0.6,Температура воздуха,1
Талдыкорган,2021-11-18,-1.6,-4,-5.2,-4.0,-2.4,-2.2,-2.8,-3.6,Температура воздуха,1
Талдыкорган,2021-11-19,-5.8,-6,-7,-4.6,-4.0,-3.6,-4.8,-12.6,Температура воздуха,1
Талдыкорган,2021-11-20,-14.6,-20.1,-18.3,-16.9,-5.2,-4.4,-9.6,-14.6,Температура воздуха,1
Талдыкорган,2021-11-21,-14,-15,-14.4,-11.6,5.4,3.8,-1,-5.2,Температура воздуха,1
Талдыкорган,2021-11-22,-6.8,-5.2,-5.6,-0.4,12.4,8.5,8.5,7.3,Температура воздуха,1
Талдыкорган,2021-11-23,8,8.5,7.2,4.0,13.2,14.7,7.4,0.4,Температура воздуха,1
Талдыкорган,2021-11-24,0.3,-0.8,-0.4,0.6,8.6,11.5,6.4,0.3,Температура воздуха,1
Талдыкорган,2021-11-25,-1.4,-2.2,-1,0.8,13.8,17.2,9.3,12,Температура воздуха,1
Талдыкорган,2021-11-26,8.6,8,2.4,1.8,-1.6,-1.2,-2.7,-3.1,Температура воздуха,1
Талдыкорган,2021-11-27,-3.6,-5.8,-7,-6.6,-2.8,-1.8,-3.8,-6.5,Температура воздуха,1
Талдыкорган,2021-11-28,-8,-8,-8.6,-7.0,4.5,4.5,-1.2,-4.1,Температура воздуха,1
Талдыкорган,2021-11-29,-5.4,-7.4,-7.4,-6.2,2.4,5.6,0.2,-3.6,Температура воздуха,1
Талдыкорган,2021-11-30,-5.6,-7.6,-8.8,-8.2,5.5,10.7,2.2,-1.2,Температура воздуха,1
Талдыкорган,2021-12-01,-1.6,-3.8,-5.2,-3.0,7.2,12.5,3.2,-1.8,Температура воздуха,1
Талдыкорган,2021-12-02,-3.4,-4.2,-3.2,-4.8,7.2,11.6,4.2,-2,Температура воздуха,1
Талдыкорган,2021-12-03,-2.8,-3.2,-4.4,-2.3,5.7,10.9,6,4,Температура воздуха,1
Талдыкорган,2021-12-04,4,4.6,2.9,3.2,5.6,7.2,2.8,-0.4,Температура воздуха,1
Талдыкорган,2021-12-05,-1,-1.8,-3,-2.8,4.2,6.8,2.4,0.2,Температура воздуха,1
Талдыкорган,2021-12-06,-1,-1.8,-0.3,0.9,2.6,4.4,3.3,3.1,Температура воздуха,1
Талдыкорган,2021-12-07,2.2,0.5,0.8,1.2,4.8,4.8,3.4,3,Температура воздуха,1
Талдыкорган,2021-12-08,2,1,0.4,0.2,1.6,3.2,1.7,0.4,Температура воздуха,1
Талдыкорган,2021-12-09,-0.6,-2.4,-4.4,-5.6,-5.8,-7.0,-9,-10.6,Температура воздуха,1
Талдыкорган,2021-12-10,-12.4,-13.4,-14.2,-13.0,-4.6,1.2,-8.4,-10.1,Температура воздуха,1
Талдыкорган,2021-12-11,-10.8,-11.8,-12.1,-11.4,0.7,3.6,-1.8,-5.6,Температура воздуха,1
Талдыкорган,2021-12-12,-7.9,-9.4,-10,-5.0,-1.0,3.6,3,3.2,Температура воздуха,1
Талдыкорган,2021-12-13,2.2,1.8,1,0.2,1.4,1.3,0.2,0.2,Температура воздуха,1
Талдыкорган,2021-12-14,-1.4,-1.8,-2,-1.5,-0.9,-0.2,-1.5,-1.5,Температура воздуха,1
Талдыкорган,2021-12-15,-2.1,-2.3,-2.7,-3.2,-2.2,-1.8,-2.6,-3,Температура воздуха,1
Талдыкорган,2021-12-16,-3,-2.8,-3,-3.0,-2.4,-1.2,-3.9,-6.1,Температура воздуха,1
Талдыкорган,2021-12-17,-8,-9.4,-10.1,-10.0,1.8,6.2,-0.2,-3,Температура воздуха,1
Талдыкорган,2021-12-18,-5.8,-6.5,-8.6,-9.2,4.0,10.4,3.4,-2.8,Температура воздуха,1
Талдыкорган,2021-12-19,-6,-7,-7.4,-7.6,3.0,10.4,2.8,0.4,Температура воздуха,1
Талдыкорган,2021-12-20,0.6,1.8,2,5.4,3.4,5.6,5.8,6,Температура воздуха,1
Талдыкорган,2021-12-21,4.4,2.6,2.5,1.8,2.8,4.4,0.8,-1.9,Температура воздуха,1
Талдыкорган,2021-12-22,-3.5,-4.1,-3.6,-6.6,-1.0,1.8,-1.6,-2.4,Температура воздуха,1
Талдыкорган,2021-12-23,-1,-1.5,1.2,6.2,4.9,8.7,3.3,-0.1,Температура воздуха,1
Талдыкорган,2021-12-24,1.3,2.5,1.4,2.4,2.9,2.2,0.2,-0.1,Температура воздуха,1
Талдыкорган,2021-12-25,-0.8,-1,-1.2,-1.0,-0.8,1.0,-0.2,-1.4,Температура воздуха,1
Талдыкорган,2021-12-26,-1.8,-2.6,-4.4,-4.4,-3.8,-2.8,-3.3,-3.6,Температура воздуха,1
Талдыкорган,2021-12-27,-3.6,-3.9,-3.8,-2.4,-0.8,0.0,-0.4,-1.2,Температура воздуха,1
Талдыкорган,2021-12-28,-1.6,-2.4,-2.6,-2.6,-2.3,-1.5,-1.8,-5.8,Температура воздуха,1
Талдыкорган,2021-12-29,-4.3,-5.7,-8.3,-9.4,-4.8,0.2,-4.8,-4.4,Температура воздуха,1
Талдыкорган,2021-12-30,-6,-7,-7.2,-7.0,-6.9,-4.6,-5.9,-6,Температура воздуха,1
Талдыкорган,2021-12-31,-5.8,-6.4,-7.7,-7.8,-7.2,-6.4,-6.5,-6.6,Температура воздуха,1
Талдыкорган,2022-01-01,-6.6,-7.5,-6.4,-4.4,0.2,5.2,0,-0.7,Температура воздуха,1
